9sK4XLwM9uJus9HUAJe85ctHMLvcDS4GT9rPdy8NwkjT,10120
9HHuH6MbimkN239K9LQwAkmWy1djEpjoKp9yBNNzt1wY,10120
HkiwdK2nwy6LCQbgijjdg128wTvpYaCrKDcb45sFN1Py,60720.03
8oJYfoyRWKzbMqarpfLzEPfsKMZdVtWCFrtsrxjEvrTx,20240.01
6e9QW8peDJUNAZDNtju9i84fqUuJakdz2AgBG1TBYCaj,30360.01
HqF8CkQSJkHYbtAExw8yokgBjcht3ej94BwPd5ceVd5p,10120
GZAcjAn1h5XUQhNpf8fkzaBNdqcGzSEnnwDXjctbo1Bg,10120
2VKdtAYanXaVYo9dFiVSW31A4UJwLYMLnP1RgBpvJ22d,20240.01
7QcBW9MnpJVSAeAnmJ2ZZfAv418kGr7MXFhA32sWvp6K,20240.01
asW8zt3RFokcDLH1WvxaDbhDQVFuPX3GBrj9kgz8JHQ,10120
BgDUKyCVQKLE5mjd1RWpDMPtTbZUSK6tBN1un5p1Eku1,10120
pNjBDJ58R21imcszUdhJ9YpzxTxFzQk57Rwbj9XwGxU,10120
BztTG46ZUMvcdTTAZsV7i5KxpyF4AHTF4MZ16szcD6qG,50600.02
87f2hpHCiGUp3Jyh3f1DyBHjKpywmzMXcfpgK7EYLE1y,20341.21
B753kcRKiwDF5bgtVUfDJBeCHWwq7zqC87APkLs4SkCQ,27222.81
7sk324hzjR5Wg8LqXquv8kUYkUUamu6ikaakBJsjxu9L,25300.01
Grwnxr1U3yP5fEdADrTxZcneCaDXuKpbHgQNe2H3cSgf,10120
DtQ1BiZ8A5PAwUvBsUYop1u57A5WDLaazH6noNGRRhBR,10221.2
GFMwkSg6u5xZV5HiSAdDxC5K4QujbX2moqthpwZtfBb9,20240.01
D41Widj4j12V7Twv9Zpg74Rnfk1m6gRwUAwrwLE28WiF,10120
FdTsE1p29nSvJGPBigSNboMGYDrYBXafPBbS8Q2vWmsg,10120
5r8ry9DUrCQx3CwPu4YNSqr25PRQuL6Q9iL6fHXzjmHS,20240.01
DKYThmQ3JYr2Ua2KbgzVKjz9piRK2kr9oc81MBwH2poF,29348.01
89AEqrwpzg2gxjUsnVKrGeQQJompp1h961GMwU2C8Vxn,103573.86
EjefWY3nBECisgvb7rUZXFnMd7Tc2gLYFMQe2EGYYoYd,12447.61
AjpgsB6UJTFoPqZCvAoGJGBU82hFzZGh8LhDtU66hspF,7084
2XhUciFRRkpmxXuxUovSCYMWBmfSnPadGpXgdSwRAZNf,10120
42w55gWGgdTaFWpvHEUwdYeVAMobUhKwPRyfKJ9eFjLk,10221.2
9vg9PewDepK34bWhKWJuM522S7Spwe3f4kJNAwJwiick,40480.02
HeVZ1zqjG5Zucy4ermMamxDRrgtoTKuW64kmrMf56oEU,11101.15
5UxcnSoMkcaUysNzz7kgyyKtSgGrazQtJgrmnKs7F71C,54648.02
CwDvRcM4hg8zTPCMMBogjJzP3v8Vg8wBqWZsKMLBtWri,10120
HR9rVMRk4EsREXsdMXzwbnULpj4tMsFhe25XX7bL7EKp,25300.01
9G2QkseAgaZqydvEwmKcYEYAjBLZVNKA44jtVuDSK8oa,10120
H7hsvfoGovpkP3ddyygcfXuicsN5iKCESdxKjw4zTnTd,10120
zpRBJFmbcNmzypsG278v6NwUFHLhMfvXAua5WRTT7hN,10120
37vvgTSiDahsSfhJ4NVwEh6jER2KRLpTSG4j5QRsd73n,20240.01
D6y1sb3RSp2myrzXLoYgd1nbivXEHLTJvarsJ1jYJ4vx,10120
8upcZQyXDq6bSVqPTijNYMPB2Bf91DbosDer5phJFgFr,50600.02
BEjZmYwa4GoMdLiyo2viFF43k6ZCDgaM83Wn88ew1SPT,11132
8HZWuVDNushtpmjHCTHx5ZVi7MrRFZ6rpEFHwRXXW6bx,10120
3QkWtCoDktchrrqtJELHSWPya14m2Fgv3t9sksiiyFuX,10120
5KoPvRf7xkWbeFSGXHZ1jM8FDwK1EGPmfKBT2bZh1k8A,14214.97
BhAA4TzDqepJZDSYjJQHz18knRkADjjmMDqiTFeBnUoX,10120
GT6jfyMZ1wu6FKJEuVgGHDwELjA1TdF1KAfD4rbVo8pD,12144.01
8X2zrMsKEFPyzPnG2oNkLZm3ERHBe2ZYUmZ64xMf8rSb,22264.01
6RixvUpvnz5rokea5wbZCGKPdLLRoorUJ8f2FNNKnmBF,10120
7NcAz87QXQqm14gVvpyYRtUcd6jH7k1F3qiNCa93ddTj,20341.21
CSL7KHjbyiewGbazQEf5WYVBBykPtksHu3a5XbTbTx4t,50600.02
G82X237eipry5x5295AFNPBGickj7MAK5QhNRy6kaAcT,20240.01
HcKNgGNCVoG1NXba5PwR8nig76aUVaTkQpTirvXVHvX,10120
DQsmtQoFpKwakFYqiw3iwnunf2UszLymbw2W2QvSmaTo,20240.01
AAz9Eyjs8nQSBREcBbZaZBvRf353XkbGLM1HL92abMjw,10322.4
BPM3i5xoin65Y5prBg5j4ZQX5t5ApunadmS3XsDiNqdP,10221.2
9b2vVMM2iFxFqZ7vAVpYBXWTCEQWLCX4iLfTQuwspFKg,10322.4
4GubEf3UKBJVmjK1WQG29izpJwA8wabeKCkcBoRQ2Ggr,10120
GjKu1oZWiGZ9vDMHeNmxvmtp16Uqd2tCC9fiFQJqUcXa,10120
CQ54ZvUfVP487yRdHssqRoUy3EqZ6o2KXxSSTdZoJ8oc,10120
13X8ecXB9KWjaL8ArvjS6auwBGFd8UZD52wsXWj1H6Hq,10120
